PAGEID,Location,Region,Quality,Time Rating,Technical Rating,Water Rating,Risk Rating,Min Time,Max Time,Hike,Permits,URL,Longest,Shuttle,Vehicle,Latitude,Longitude,Months,Jump,Min Rappels,Max Rappels
1001,Gruvers Slot,San Rafael Desert,3.2,II,3.0,A,PG,2 h,3 h,1.5 mi,No,https://ropewiki.com/Gruvers_Slot,39.37,,,38.721944444444,-110.18944444444,"['Dec', 'Jan', 'Feb', 'Mar', 'Apr', 'May', 'Sep', 'Oct', 'Nov', 'Jun', 'Jul', 'Aug']",0,2,2
565,Pasture Canyon,White Roost,3.1,III,3.0,B,,5 h,7 h,,No,https://ropewiki.com/Pasture_Canyon,50.0,,,38.396666666667,-110.48111111111,"['Mar', 'Apr', 'May', 'Sep', 'Oct', 'Nov', 'Jun', 'Jul', 'Aug']",0,3,3
1103,Snake Alley and Sidewinder,Zion West Side,3.2,II,3.0,A,,,,,No,https://ropewiki.com/Snake_Alley_and_Sidewinder,,,,37.307777777778,-113.11,,0,0,0
9019,Cascada de Tamul,San Luis Potosi,4.0,I,3.0,C,,,,,No,https://ropewiki.com/Cascada_de_Tamul,400.0,,,21.801388888889,-99.179722222222,"['Nov', 'Dec', 'Jan', 'Feb', 'Mar']",0,0,1
7742,Clark Gulch,East Fork San Gabriel,4.0,V,3.0,B,,21 h,,14.5 mi,No,https://ropewiki.com/Clark_Gulch,160.0,0 minutes,Passenger,34.289166666667,-117.71777777778,,0,8,14
18800,Greenback Creek,Sierra Ancha Mountains,4.0,III,2.0,A,,,,3.4 mi,No,https://ropewiki.com/Greenback_Creek,50.0,0 minutes,4WD - High Clearance,33.91,-111.12,"['Nov', 'Dec', 'Apr', 'May', 'Jan', 'Feb', 'Aug', 'Sep', 'Oct', 'Mar', 'Jun']",0,0,1
65376,Clark Creek,Olympic Peninsula,3.0,III,3.0,C,,3.5 h,5 h,0.5 mi,No,https://ropewiki.com/Clark_Creek,130.0,0 minutes,Passenger,47.487222222222,-123.53527777778,['Jun'],0,8,12
2844,Shaver Cut (Upper Stevenson Creek),Sierra National Forest,3.0,II,4.0,C2,X,3 h,7 h,1.5 mi,No,https://ropewiki.com/Shaver_Cut_(Upper_Stevenson_Creek),120.0,0.5 minutes,Passenger,37.144444444444,-119.30833333333,"['Jul', 'Aug', 'Sep', 'Oct', 'Jun', 'Nov', 'Dec']",0,4,6
514,U-Turn Canyon,Arches National Park,2.7,II,3.0,A,,2 h,4 h,1 mi,Yes,https://ropewiki.com/U-Turn_Canyon,102.0,0 minutes,Passenger,38.625,-109.60388888889,"['Dec', 'Jan', 'Feb', 'Mar', 'Apr', 'May', 'Jun', 'Jul', 'Aug', 'Sep', 'Oct', 'Nov']",0,3,3
513,Tierdrop Canyon,Arches National Park,2.9,II,3.0,A,,2 h,4 h,,Yes,https://ropewiki.com/Tierdrop_Canyon,132.0,0 minutes,Passenger,38.626111111111,-109.60638888889,"['Dec', 'Jan', 'Feb', 'Mar', 'Apr', 'May', 'Jun', 'Jul', 'Aug', 'Sep', 'Oct', 'Nov']",0,3,3
64038,Big Dude,Sedona,3.0,III,3.0,A,,,,,No,https://ropewiki.com/Big_Dude,80.0,0.5 minutes,,34.934166666667,-111.90888888889,"['Sep', 'Oct', 'Nov', 'Dec', 'Jan', 'Feb', 'Mar', 'Apr', 'May']",0,4,4
58753,Epinephrine Error,Red Rock Canyon,3.0,III,3.0,A,,,,,No,https://ropewiki.com/Epinephrine_Error,125.0,0 minutes,High Clearance,36.033888888889,-115.46861111111,,0,20,20
6397,Fools Canyon (Olympic Peninsula),Olympic Peninsula,3.0,II,2.0,C,,3 h,4 h,1.5 mi,No,https://ropewiki.com/Fools_Canyon_(Olympic_Peninsula),0.0,0.5 minutes,Passenger,47.308611111111,-123.45805555556,"['Jul', 'Aug', 'Sep']",0,0,0
7437,Mayday Canyon,Virgin River Gorge,3.0,IV,3.0,A,,7 h,10 h,3.7 mi,No,https://ropewiki.com/Mayday_Canyon,110.0,0 minutes,Passenger,36.902222222222,-113.83638888889,"['Oct', 'Nov', 'Dec', 'Jan', 'Feb', 'Mar', 'Apr']",0,7,10
72454,Nikon Draw,Superstition Mountains,3.0,I,3.0,B,,,,,No,https://ropewiki.com/Nikon_Draw,50.0,0.5 minutes,Passenger,33.5325,-111.45277777778,"['Dec', 'Jan', 'Feb', 'Mar', 'Apr', 'May', 'Sep', 'Oct', 'Nov']",0,5,6
679,Robbers Roost Canyon,Superstition Mountains,2.9,III,3.0,A,,,,4.27 mi,No,https://ropewiki.com/Robbers_Roost_Canyon,230.0,0 minutes,Passenger,33.405,-111.36333333333,"['Dec', 'Jan', 'Feb', 'Nov']",0,5,5
70835,Pacheco Falls,California Central Coast,3.3,V,3.0,C,,,,,No,https://ropewiki.com/Pacheco_Falls,50.0,0 minutes,Passenger,37.141944444444,-121.4075,"['Mar', 'Apr', 'May']",0,3,3
6096,Snow Creek,Yosemite National Park,3.3,IV,3.0,C,,,,,No,https://ropewiki.com/Snow_Creek,220.0,0.5 minutes,Passenger,37.770555555556,-119.53888888889,"['Jul', 'Aug', 'Sep', 'Oct']",0,9,13
411,Pasadena Glen,San Gabriels Front Range,2.8,III,3.0,B,,5 h,13 h,6 mi,No,https://ropewiki.com/Pasadena_Glen,90.0,10 minutes,Passenger,34.194722222222,-118.07166666667,,0,12,12
763,PINTAC,Escalante,4.6,IV,4.0,B,XX,8 h,12 h,11 mi,No,https://ropewiki.com/PINTAC,75.0,0 minutes,4WD,37.434444444444,-111.05111111111,"['Dec', 'Jan', 'Feb', 'Mar', 'Apr', 'May', 'Sep', 'Oct', 'Nov']",0,1,2
6907,Wall of Fear Canyon,Racetrack Valley,4.5,IV,3.0,A,,,,,No,https://ropewiki.com/Wall_of_Fear_Canyon,195.0,,,36.819166666667,-117.4825,"['Nov', 'Dec', 'Jan', 'Feb', 'Mar']",0,5,16
261,Helios Canyon,Black Mountains North,2.9,II,3.0,A,,5 h,6 h,2 mi,No,https://ropewiki.com/Helios_Canyon,170.0,0 minutes,Passenger,36.206111111111,-116.75694444444,"['Nov', 'Dec', 'Jan', 'Feb', 'Mar']",0,9,9
1844,Pup Creek,Cascade Mountains,3.6,III,3.0,C,,,,,No,https://ropewiki.com/Pup_Creek,220.0,30 minutes,Passenger,45.132777777778,-122.11166666667,"['Jul', 'Aug', 'Sep', 'Mar', 'Apr', 'May', 'Jun', 'Oct', 'Nov']",0,7,7
2886,Lower Chambers Creek (Sleep Disorder),Plumas National Forest,3.0,III,3.0,C,,5 h,7 h,2.5 mi,No,https://ropewiki.com/Lower_Chambers_Creek_(Sleep_Disorder),195.0,0.5 minutes,Passenger,39.96,-121.29916666667,"['Jul', 'Aug', 'Sep', 'Oct', 'Jun']",0,8,10
483,Jackass Creek,Grand Canyon,2.9,II,3.0,A,,3 h,6 h,5.5 mi,Yes,https://ropewiki.com/Jackass_Creek,40.0,0 minutes,Passenger,36.747777777778,-111.63583333333,"['Dec', 'Jan', 'Feb', 'Mar', 'Apr', 'May', 'Sep', 'Oct', 'Nov']",0,1,1
852,Pipe Creek (East Fork),Grand Canyon,2.9,IV,3.0,B,,10 h,48 h,15 mi,No,https://ropewiki.com/Pipe_Creek_(East_Fork),100.0,0.5 minutes,Passenger,36.074722222222,-112.10277777778,"['Mar', 'Apr', 'May', 'Sep', 'Oct', 'Nov']",0,4,4
6266,Lunada Canyon,Santa Monica Mountains,2.9,I,3.0,A,,1 h,2 h,0.3 mi,No,https://ropewiki.com/Lunada_Canyon,40.0,0 minutes,Passenger,33.769166666667,-118.42,,0,5,5
32329,Serpent's Canyon,Colorado National Monument,2.9,II,3.0,A,,4 h,6 h,3.5 mi,No,https://ropewiki.com/Serpent%27s_Canyon,85.0,0 minutes,Passenger,39.034166666667,-108.64861111111,"['Feb', 'Mar', 'Apr']",0,4,4
8643,BADLANDS CANYON,Grapevine Mountains,3.4,III,3.0,A,,,,3.5 mi,No,https://ropewiki.com/BADLANDS_CANYON,100.0,0 minutes,Passenger,36.838611111111,-117.17666666667,"['Nov', 'Dec', 'Jan', 'Feb', 'Mar']",0,9,9
644,Hells Hip Pocket,Four Peaks Wilderness,3.4,IV,3.0,B,,10 h,48 h,14 mi,Yes,https://ropewiki.com/Hells_Hip_Pocket,50.0,0 minutes,Passenger,33.595833333333,-111.37722222222,"['Nov', 'Dec', 'Jan', 'Feb', 'Mar', 'Apr', 'May', 'Sep', 'Oct']",0,2,2
476,Lava Falls,Grand Canyon,3.4,III,2.0,A,,7 h,,3 mi,No,https://ropewiki.com/Lava_Falls,0.0,0 minutes,Passenger,36.198055555556,-113.08333333333,,0,0,0
19624,Pueblo Canyon,Sierra Ancha Mountains,3.3,IV,3.0,B,,9 h,12 h,,No,https://ropewiki.com/Pueblo_Canyon,140.0,0.5 minutes,4WD - High Clearance,33.834444444444,-110.89694444444,"['Dec', 'Jan', 'Feb', 'Mar', 'Apr', 'May', 'Sep', 'Oct', 'Nov']",0,15,15
6875,Red Wall Canyon (Main Fork),Grapevine Mountains,3.3,III,3.0,A,,,,5.4 mi,No,https://ropewiki.com/Red_Wall_Canyon_(Main_Fork),20.0,,,36.866666666667,-117.19861111111,"['Nov', 'Dec', 'Jan', 'Feb', 'Mar']",0,1,1
60006,Bear Creek (Sierra National Forest),Sierra National Forest,3.0,III,3.0,C,,5 h,8 h,0.9 mi,No,https://ropewiki.com/Bear_Creek_(Sierra_National_Forest),200.0,15 minutes,Passenger,37.045,-119.1125,"['Jun', 'Jul', 'Aug', 'Sep']",0,6,6
25514,Hiker Bob Canyon,San Gabriels Front Range,3.0,III,3.0,A,PG,,,5.1 mi,No,https://ropewiki.com/Hiker_Bob_Canyon,300.0,,,34.176944444444,-118.05777777778,"['Oct', 'Nov', 'Dec', 'Jan', 'Feb', 'Mar', 'Apr']",0,8,8
2203,Little Goose Creek,South Cascades,3.0,II,3.0,C,,4 h,6 h,1.8 mi,No,https://ropewiki.com/Little_Goose_Creek,65.0,0 minutes,Passenger,46.058055555556,-121.67166666667,"['Aug', 'Sep']",0,3,5
8614,Mouse Trap Canyon,San Jacinto Mountains,3.0,III,4.0,A,,4 h,6 h,2.8 mi,No,https://ropewiki.com/Mouse_Trap_Canyon,150.0,0 minutes,Passenger,33.810833333333,-116.92916666667,"['Dec', 'Jan', 'Feb', 'Mar', 'Apr', 'May', 'Jun', 'Jul', 'Aug', 'Sep', 'Oct', 'Nov']",0,9,9
579,Music Canyon,Southern Swell,3.0,III,3.0,B,,6 h,10 h,13.75 mi,No,https://ropewiki.com/Music_Canyon,30.0,20 minutes,Passenger,38.623611111111,-110.91222222222,"['Mar', 'Apr', 'May', 'Sep', 'Oct', 'Nov']",0,0,7
788,36.7 Mile Canyon,Grand Canyon,4.0,VI,4.0,B,R,48 h,72 h,12 mi,,https://ropewiki.com/36.7_Mile_Canyon,220.0,,,36.451666666667,-111.85444444444,"['Mar', 'Apr', 'May', 'Sep', 'Oct', 'Nov']",0,0,0
310,Devils Thumb,Ticaboo Mesa,4.0,III,4.0,B,,5 h,8 h,3 mi,No,https://ropewiki.com/Devils_Thumb,55.0,0 minutes,High Clearance,37.679166666667,-110.53916666667,,0,4,4
747,Don't Do It Canyon,Escalante,4.0,III,4.0,B,X,,,,No,https://ropewiki.com/Don%27t_Do_It_Canyon,,0 minutes,High Clearance,37.438611111111,-111.06416666667,"['Sep', 'Oct', 'Nov', 'Dec', 'Jan', 'Feb', 'Mar', 'Apr', 'May']",0,3,3
82637,Fiddle Me This,Zion East Side,4.0,III,4.0,B,,,,4.3 mi,Yes,https://ropewiki.com/Fiddle_Me_This,200.0,0 minutes,Passenger,37.270277777778,-112.91111111111,"['Sep', 'Oct', 'Nov', 'Mar', 'Apr', 'May', 'Jun']",0,9,11
6892,Giant Canyon,Eureka Dunes,4.0,IV,4.0,A,,,,,No,https://ropewiki.com/Giant_Canyon,470.0,,,37.114444444444,-117.61861111111,"['Nov', 'Dec', 'Jan', 'Feb', 'Mar']",0,10,10
1512,Guadalupe Creek,Santa Rosa Mountains,4.0,IV,4.0,A,,14 h,17 h,13.1 mi,No,https://ropewiki.com/Guadalupe_Creek,270.0,60 minutes,Passenger,33.569166666667,-116.3525,"['Sep', 'Oct', 'Nov', 'Dec', 'Jan', 'Feb']",0,14,14
7662,Hell for Sure Canyon,San Bernardino Mountains,4.0,IV,3.0,B,,,,18 mi,No,https://ropewiki.com/Hell_for_Sure_Canyon,160.0,0 minutes,,34.069166666667,-116.72638888889,,0,3,3
837,Kirk's Chasm,Grand Canyon,4.0,VI,3.0,B,,96 h,192 h,25 mi,,https://ropewiki.com/Kirk%27s_Chasm,175.0,,,36.456388888889,-112.6225,"['Mar', 'Apr', 'May', 'Jun', 'Jul', 'Aug', 'Sep', 'Oct', 'Nov']",0,0,0
25568,Marten Creek (North Cascades),Darrington Ranger District,4.0,III,4.0,C2,,,,2 mi,No,https://ropewiki.com/Marten_Creek_(North_Cascades),100.0,0 minutes,Passenger,48.082222222222,-121.61388888889,"['Aug', 'Sep']",0,5,8
50171,Soda Fork,Cascade Mountains,4.0,III,3.0,C,,5 h,6 h,1.7 mi,No,https://ropewiki.com/Soda_Fork,225.0,10 minutes,Passenger,44.442777777778,-122.245,"['Jul', 'Aug', 'Sep', 'Oct']",0,4,4
60879,Spires of the Breitenbush,Cascade Mountains,4.0,IV,3.0,C,,12 h,15 h,9.8 mi,No,https://ropewiki.com/Spires_of_the_Breitenbush,140.0,0 minutes,Passenger,44.719166666667,-121.82361111111,['Jun'],0,10,12
877,Tincanebitts,Grand Canyon,4.0,VI,3.0,B,R,48 h,96 h,16.5 mi,Yes,https://ropewiki.com/Tincanebitts,250.0,,,36.056388888889,-113.71472222222,"['Mar', 'Apr', 'May', 'Jun', 'Jul', 'Aug', 'Sep', 'Oct', 'Nov']",0,0,0
6882,Shrieking Eels Canyon,Princess Bride Range,2.9,III,3.0,A,,7 h,9 h,,No,https://ropewiki.com/Shrieking_Eels_Canyon,150.0,0 minutes,High Clearance,36.612222222222,-117.27638888889,"['Nov', 'Dec', 'Jan', 'Feb', 'Mar']",0,10,10
705,Winter Cabin Canyon,Sycamore Canyon Wilderness,2.9,III,3.0,A,,5 h,10 h,10.7 mi,No,https://ropewiki.com/Winter_Cabin_Canyon,35.0,0 minutes,High Clearance,35.013333333333,-111.95083333333,"['Oct', 'May', 'Sep', 'Nov']",0,0,3
32825,Bobcats Canyon,Sedona,2.7,II,3.0,A,,1.75 h,5 h,2.5 mi,No,https://ropewiki.com/Bobcats_Canyon,200.0,0 minutes,Passenger,34.900833333333,-111.8725,"['Oct', 'Nov', 'Dec', 'Jan', 'Feb', 'Mar', 'Apr']",0,3,4
355,Lodge Canyon,Zion East Side,2.7,IV,4.0,A,R,5 h,13 h,4.6 mi,Yes,https://ropewiki.com/Lodge_Canyon,200.0,1 minutes,Passenger,37.234166666667,-112.94833333333,,0,6,6
1062,Change Creek,Alpine Lakes,2.7,II,3.0,C,,,,1.1 mi,No,https://ropewiki.com/Change_Creek,125.0,0 minutes,Passenger,47.433333333333,-121.66666666667,"['Apr', 'May', 'Jun', 'Jul', 'Aug', 'Sep', 'Oct', 'Nov']",0,4,8
731,Portland Creek (Ivans Tail),Ouray,2.7,I,3.0,C2,,1 h,2 h,0.5 mi,No,https://ropewiki.com/Portland_Creek_(Ivans_Tail),55.0,0 minutes,Passenger,38.018055555556,-107.66527777778,"['Jul', 'Aug', 'Sep', 'Jun', 'Oct']",0,2,3
5550,Shillelagh (East Fork),The Irish,2.8,II,3.0,A,,2 h,6 h,1.8 mi,No,https://ropewiki.com/Shillelagh_(East_Fork),120.0,0 minutes,Passenger,38.032777777778,-110.54166666667,"['Dec', 'Jan', 'Feb', 'Mar', 'Apr', 'May', 'Sep', 'Oct', 'Nov', 'Jun', 'Jul', 'Aug']",0,4,4
515,Winter Camp Slot,Yellow Cat Mesa,2.7,II,3.0,A,,1 h,2 h,,No,https://ropewiki.com/Winter_Camp_Slot,181.0,0 minutes,High Clearance,38.795833333333,-109.43638888889,"['Sep', 'Oct', 'Nov', 'Dec', 'Jan', 'Feb', 'Mar', 'Apr', 'May']",0,1,1
281,Motorcycle Canyon,Lake Mead NRA,2.8,III,3.0,A,,4 h,7 h,6.8 mi,No,https://ropewiki.com/Motorcycle_Canyon,90.0,0.5 minutes,Passenger,35.995833333333,-114.77638888889,"['Oct', 'Nov', 'Dec', 'Jan', 'Feb', 'Mar', 'Apr', 'May']",0,4,4
727,Angel Creek (Lower),Ouray,2.7,I,3.0,C1,,1.25 h,3 h,1.6 mi,No,https://ropewiki.com/Angel_Creek_(Lower),45.0,0 minutes,Passenger,38.008055555556,-107.69638888889,"['Jul', 'Aug', 'Sep', 'May', 'Jun', 'Oct']",0,4,4
19628,Wilson Mountain Canyon,Sedona,2.7,II,3.0,A,,4 h,6 h,3.3 mi,No,https://ropewiki.com/Wilson_Mountain_Canyon,105.0,0 minutes,Passenger,34.904444444444,-111.74527777778,"['Dec', 'Jan', 'Feb', 'Mar', 'Apr', 'May', 'Sep', 'Oct', 'Nov']",0,5,5
58188,Brides Canyon (Upper),Gemini Bridges,3.0,II,3.0,A,,3 h,5 h,2 mi,No,https://ropewiki.com/Brides_Canyon_(Upper),50.0,0 minutes,High Clearance,38.617777777778,-109.65416666667,"['Mar', 'Apr', 'May', 'Sep', 'Oct', 'Nov']",0,3,4
593,Leprechaun Hike,The Irish,3.0,II,2.0,A,,1 h,3 h,,No,https://ropewiki.com/Leprechaun_Hike,0.0,,Passenger,38.024444444444,-110.53388888889,"['Mar', 'Apr', 'May', 'Sep', 'Oct', 'Nov']",0,0,0
1004,Lost Angel,Angel Point,3.0,II,3.0,A,,3 h,6 h,5.3 mi,No,https://ropewiki.com/Lost_Angel,196.85,,,38.328333333333,-110.54305555556,"['Dec', 'Jan', 'Feb', 'Mar', 'Apr', 'May', 'Sep', 'Oct', 'Nov', 'Jun', 'Jul', 'Aug']",0,6,6
19772,Red Canyon (Peek-a-Boo Canyon),Mt Carmel,3.0,I,1.0,A,,,,,No,https://ropewiki.com/Red_Canyon_(Peek-a-Boo_Canyon),0.0,,,37.180277777778,-112.56305555556,,0,0,0
237,Big Falls (Nevada),Mount Charleston,3.1,II,3.0,C,,4 h,6.5 h,3 mi,No,https://ropewiki.com/Big_Falls_(Nevada),180.0,0 minutes,Passenger,36.268333333333,-115.67833333333,"['Jun', 'Jul', 'Aug', 'Sep', 'Oct']",0,4,4
809,Crack Baby Canyon,Grand Canyon,3.2,VI,3.0,B,,48 h,120 h,8 mi,Yes,https://ropewiki.com/Crack_Baby_Canyon,90.0,0 minutes,4WD - High Clearance,36.486388888889,-112.63916666667,"['Mar', 'Apr', 'May', 'Sep', 'Oct', 'Nov']",0,5,5
851,Phantom Creek,Grand Canyon,3.2,II,1.0,B,,4 h,5 h,4 mi,No,https://ropewiki.com/Phantom_Creek,20.0,,,36.128333333333,-112.11722222222,"['Jun', 'Jul', 'Sep', 'Oct', 'May', 'Aug', 'Nov']",0,0,0
937,Mumbai Canyon,Glen Canyon NRA,4.5,IV,4.0,A,X,11 h,14 h,13.1 mi,No,https://ropewiki.com/Mumbai_Canyon,90.0,,,37.331388888889,-110.95916666667,,0,2,2
442,Afton Canyon Slot,Cady Mountains,3.6,I,2.0,A,,1 h,,0.7 mi,No,https://ropewiki.com/Afton_Canyon_Slot,25.0,0 minutes,Passenger,35.030833333333,-116.32972222222,"['Mar', 'Apr', 'May', 'Sep', 'Oct', 'Nov', 'Dec', 'Jan', 'Feb']",0,1,1
375,Bear Creek,Santa Rosa Mountains,3.6,III,3.0,A,,6 h,9 h,7 mi,No,https://ropewiki.com/Bear_Creek,180.0,0 minutes,Passenger,33.619722222222,-116.34027777778,"['Sep', 'Dec', 'Jan', 'Feb', 'Oct', 'Nov', 'Mar', 'Apr', 'May']",0,3,3
31533,Cecil Hollow,Arkansas,3.5,III,3.0,A,,4 h,,,No,https://ropewiki.com/Cecil_Hollow,150.0,,Passenger,36.0625,-93.284166666667,"['Jan', 'Feb', 'Mar']",0,4,4
19768,Jilted Lover,Trachyte Area,3.6,II,2.0,B,,2 h,6 h,,No,https://ropewiki.com/Jilted_Lover,0.0,,,37.903333333333,-110.54138888889,"['Mar', 'Apr', 'May', 'Jun', 'Jul', 'Aug', 'Sep', 'Oct', 'Nov']",0,0,0
25740,Willow Creek,Superstition Mountains,2.9,II,1.0,A,,,,,No,https://ropewiki.com/Willow_Creek,0.0,,,33.52,-111.46,"['Sep', 'Oct', 'Nov', 'Dec', 'Jan', 'Feb', 'Mar', 'Apr', 'May']",0,0,0
65105,Hot Loop Canyon,Sedona,2.6,II,3.0,A,,,,,No,https://ropewiki.com/Hot_Loop_Canyon,85.0,0 minutes,,34.785833333333,-111.71083333333,"['Mar', 'Apr', 'May', 'Sep', 'Oct', 'Nov', 'Dec', 'Jan', 'Feb']",0,3,4
68631,Loincloth Canyon,Superstition Mountains,2.7,I,3.0,A,,,,,No,https://ropewiki.com/Loincloth_Canyon,110.0,,Passenger,33.5225,-111.38444444444,"['Dec', 'Jan', 'Feb', 'Mar', 'Apr', 'May', 'Sep', 'Oct', 'Nov']",0,3,3
522,Death Canyon,The Irish,2.7,I,3.0,B,,1 h,2 h,,No,https://ropewiki.com/Death_Canyon,83.0,,,38.061666666667,-110.56361111111,"['Dec', 'Jan', 'Feb', 'Mar', 'Apr', 'May', 'Jun', 'Jul', 'Aug', 'Sep', 'Oct', 'Nov']",0,1,1
64052,Dominis Canyon,Secret Mountain,3.3,IV,3.0,,PG,,,,No,https://ropewiki.com/Dominis_Canyon,200.0,,,34.956111111111,-111.88111111111,"['Sep', 'Oct', 'Nov', 'Mar', 'Apr', 'May']",0,6,6
51924,Eaton (East Branch),San Gabriels Front Range,3.3,III,3.0,B,PG,,,,No,https://ropewiki.com/Eaton_(East_Branch),110.0,0 minutes,Passenger,34.204444444444,-118.07916666667,"['Dec', 'Jan', 'Feb', 'Mar', 'Apr', 'May']",0,4,4
73582,Lower Fulton Creek,Olympic Peninsula,3.3,II,3.0,C1,,,,0.8 mi,No,https://ropewiki.com/Lower_Fulton_Creek,40.0,0 minutes,High Clearance,47.629166666667,-122.98694444444,"['Jul', 'Aug']",0,7,9
684,Sabino Canyon (Upper),Santa Catalina Mountains,3.3,IV,3.0,B,,12 h,16 h,12.6 mi,,https://ropewiki.com/Sabino_Canyon_(Upper),85.0,,Passenger,32.3975,-110.78194444444,"['Mar', 'Apr', 'May', 'Jun', 'Jul', 'Aug', 'Sep', 'Oct', 'Nov']",0,0,0
63174,Sayarim Canyon Extended (South Fork),Black Mountains North,3.3,III,3.0,A,PG,,,4 mi,No,https://ropewiki.com/Sayarim_Canyon_Extended_(South_Fork),70.0,0 minutes,Passenger,36.409722222222,-116.82666666667,"['Dec', 'Jan', 'Feb']",0,5,7
28085,Tonto Creek (The Box),Sierra Ancha Mountains,3.3,II,1.0,B,,2 h,4 h,,No,https://ropewiki.com/Tonto_Creek_(The_Box),0.0,,,33.979722222222,-111.30388888889,"['Apr', 'May', 'Jun']",0,0,0
370,Walker Gulch,Zion East Side,3.3,III,3.0,A,,5 h,8 h,8.2 mi,No,https://ropewiki.com/Walker_Gulch,150.0,0 minutes,Passenger,37.332777777778,-112.88111111111,"['Jun', 'Jul', 'Aug', 'Sep', 'Oct', 'Nov']",0,2,2
373,Alpine Canyon,San Gabriels Front Range,3.0,II,3.0,A,,5 h,,6.5 mi,No,https://ropewiki.com/Alpine_Canyon,250.0,0 minutes,Passenger,34.228611111111,-118.11027777778,,0,4,4
531,Butler Canyon (Main Fork),West Butler,3.0,III,3.0,A,,3 h,5 h,,No,https://ropewiki.com/Butler_Canyon_(Main_Fork),75.0,0.5 minutes,4WD,38.069444444444,-110.43777777778,"['Mar', 'Apr', 'May', 'Sep', 'Oct', 'Nov']",0,1,4
71575,Casner Chasm,West Fork,3.0,III,3.0,B,,3 h,7 h,3.6 mi,No,https://ropewiki.com/Casner_Chasm,100.0,0.5 minutes,,35.030277777778,-111.83388888889,"['May', 'Jun', 'Jul', 'Aug', 'Sep']",0,7,7
32101,Kodels Canyon,Colorado National Monument,3.0,II,3.0,B,,3 h,,4 mi,No,https://ropewiki.com/Kodels_Canyon,160.0,15 minutes,Passenger,39.1025,-108.7475,"['Mar', 'Apr', 'May', 'Sep', 'Oct', 'Nov']",0,2,5
18803,Needle Canyon (Red Hills),Superstition Mountains,3.0,III,1.0,B,,8 h,,13.4 mi,No,https://ropewiki.com/Needle_Canyon_(Red_Hills),0.0,,,33.48,-111.44,"['Nov', 'Dec', 'Jan', 'Feb', 'Mar']",0,0,0
668,Park Canyon,Sierra Ancha Mountains,3.0,V,3.0,B,,12 h,36 h,17 mi,No,https://ropewiki.com/Park_Canyon,60.0,0 minutes,Passenger,33.891388888889,-111.03555555556,,0,7,7
30380,Brown Dam (via Ken Burton trail),San Gabriels Front Range,4.0,III,3.0,A,,3 h,6 h,12.7 mi,No,https://ropewiki.com/Brown_Dam_(via_Ken_Burton_trail),65.0,0.5 minutes,Passenger,34.237777777778,-118.18138888889,"['Dec', 'Jan', 'Feb', 'Mar', 'Apr', 'May', 'Sep', 'Oct', 'Nov']",0,1,1
50271,Canyon Sem Alma,Aravaipa Canyon Wilderness Area,4.0,II,3.0,A,,3 h,5 h,4.5 mi,Yes,https://ropewiki.com/Canyon_Sem_Alma,20.0,0 minutes,4WD - High Clearance,32.866388888889,-110.41611111111,"['Mar', 'Apr', 'May', 'Sep', 'Oct', 'Nov', 'Dec', 'Jan', 'Feb']",0,1,1
29917,Hormigas,Nuevo Leon,4.0,II,4.0,C1,,5 h,7 h,,No,https://ropewiki.com/Hormigas,137.795,,,25.221111111111,-100.13166666667,,0,4,4
68073,Painted Arch,New Mexico,4.0,II,3.0,A,,2.5 h,4 h,,No,https://ropewiki.com/Painted_Arch,80.0,0 minutes,,34.868888888889,-107.87861111111,,0,5,7
6903,Upper Drybone Canyon,Cottonwood Mountains,4.0,III,3.0,A,,,,,No,https://ropewiki.com/Upper_Drybone_Canyon,200.0,0 minutes,4WD - High Clearance,36.759166666667,-117.42666666667,"['Nov', 'Mar', 'Apr', 'May', 'Sep', 'Oct']",0,5,7
18830,Pumphouse Wash (Upper),Flagstaff,2.8,I,1.0,A,,2.5 h,,3 mi,No,https://ropewiki.com/Pumphouse_Wash_(Upper),0.0,,,35.06,-111.72,"['Mar', 'Apr', 'May', 'Jun', 'Jul', 'Aug', 'Sep', 'Oct', 'Nov']",0,0,0
342,Deadeye Dick Canyon,Zion East Side,2.7,II,3.0,A,,4 h,8 h,9.5 mi,No,https://ropewiki.com/Deadeye_Dick_Canyon,120.0,0 minutes,High Clearance,37.365277777778,-112.89361111111,"['Mar', 'Apr', 'May', 'Jun', 'Jul', 'Aug', 'Sep', 'Oct', 'Nov']",0,6,6
282,Sheepbone and Quarry Canyons Loop,Lake Mead NRA,2.6,II,3.0,A,,3 h,5 h,5.2 mi,No,https://ropewiki.com/Sheepbone_and_Quarry_Canyons_Loop,60.0,0 minutes,Passenger,36.043611111111,-114.83805555556,"['Oct', 'Nov', 'Dec', 'Jan', 'Feb', 'Mar', 'Apr', 'May']",0,9,9
32827,New Day Canyon,Sedona,2.6,II,3.0,A,,4 h,7 h,3 mi,No,https://ropewiki.com/New_Day_Canyon,120.0,0.5 minutes,Passenger,34.900277777778,-111.78472222222,"['Oct', 'Nov', 'Dec', 'Mar', 'Apr', 'May']",0,4,4
6562,Vinegaroon Canyon,Black Mountains North,2.6,III,3.0,A,,4 h,7 h,5.4 mi,No,https://ropewiki.com/Vinegaroon_Canyon,85.0,20 minutes,,36.399722222222,-116.81361111111,"['Nov', 'Dec', 'Jan', 'Feb', 'Mar']",0,5,5
